Date,Impressions,Installations,Uninstallations,Total Current Users,"Data From June 12, 2013 To October 31, 2018.
Uninstallation data is only available after April 25, 2016"
2016-02-18,189,1,,177,
2016-02-19,185,1,,180,
2016-02-20,178,2,,177,
2016-02-21,179,3,,176,
2016-02-22,184,0,,174,
2016-02-23,170,0,,174,
2016-02-24,169,4,,175,
2016-02-25,134,5,,178,
2016-02-26,142,0,,177,
2016-02-27,169,0,,182,
2016-02-28,167,1,,180,
2016-02-29,175,1,,178,
2016-03-01,174,2,,185,
2016-03-02,236,4,,188,
2016-03-03,257,5,,191,
2016-03-04,234,1,,195,
2016-03-05,192,4,,196,
2016-03-06,185,0,,194,
2016-03-07,258,2,,197,
2016-03-08,204,4,,197,
2016-03-09,174,2,,200,
2016-03-10,174,0,,201,
2016-03-11,196,0,,196,
2016-03-12,161,1,,195,
2016-03-13,195,6,,190,
2016-03-14,178,2,,195,
2016-03-15,179,4,,190,
2016-03-16,155,2,,185,
2016-03-17,165,2,,192,
2016-03-18,170,2,,196,
2016-03-19,177,1,,199,
2016-03-20,169,2,,201,
2016-03-21,164,6,,205,
2016-03-22,172,3,,209,
2016-03-23,184,4,,212,
2016-03-24,186,6,,213,
2016-03-25,210,4,,214,
2016-03-26,173,2,,220,
2016-03-27,177,8,,216,
2016-03-28,211,4,,221,
2016-03-29,201,7,,223,
2016-03-30,173,4,,235,
2016-03-31,201,2,,239,
2016-04-01,205,9,,246,
2016-04-02,205,6,,246,
2016-04-03,205,2,,247,
2016-04-04,186,0,,237,
2016-04-05,202,5,,241,
2016-04-06,208,4,,238,
2016-04-07,196,5,,240,
2016-04-08,210,4,,248,
2016-04-09,173,3,,256,
2016-04-10,180,3,,261,
2016-04-11,180,1,,258,
2016-04-12,176,2,,256,
2016-04-13,202,2,,253,
2016-04-14,193,6,,255,
2016-04-15,198,4,,260,
2016-04-16,175,4,,260,
2016-04-17,179,4,,254,
2016-04-18,197,3,,264,
2016-04-19,180,3,,256,
2016-04-20,184,2,,258,
2016-04-21,236,8,,258,
2016-04-22,97,8,,261,
2016-04-23,92,8,,269,
2016-04-24,106,10,,274,
2016-04-25,99,15,,280,
2016-04-26,103,12,,288,
2016-04-27,134,6,,299,
2016-04-28,169,9,1,299,
2016-04-29,126,8,0,298,
2016-04-30,102,5,0,294,
2016-05-01,87,4,0,287,
2016-05-02,127,6,0,282,
2016-05-03,107,7,0,278,
2016-05-04,109,4,0,274,
2016-05-05,101,4,0,275,
2016-05-06,108,5,0,278,
2016-05-07,113,5,0,283,
2016-05-08,111,7,1,290,
2016-05-09,163,41,1,304,
2016-05-10,106,12,1,311,
2016-05-11,114,3,0,331,
2016-05-12,97,3,0,330,
2016-05-13,98,6,0,334,
2016-05-14,90,2,0,328,
2016-05-15,93,4,0,327,
2016-05-16,122,5,0,321,
2016-05-17,122,8,0,326,
2016-05-18,155,15,0,318,
2016-05-19,401,31,0,330,
2016-05-20,193,11,0,360,
2016-05-21,145,10,0,367,
2016-05-22,136,6,1,365,
2016-05-23,140,9,0,366,
2016-05-24,148,3,0,367,
2016-05-25,160,9,0,364,
2016-05-26,140,10,0,371,
2016-05-27,139,9,0,358,
2016-05-28,121,8,0,359,
2016-05-29,133,12,1,374,
2016-05-30,131,5,0,371,
2016-05-31,141,13,0,374,
2016-06-01,129,12,0,388,
2016-06-02,124,8,0,382,
2016-06-03,88,4,1,373,
2016-06-04,138,5,2,369,
2016-06-05,100,4,0,376,
2016-06-06,117,3,5,373,
2016-06-07,88,4,0,376,
2016-06-08,124,2,1,375,
2016-06-09,93,3,4,364,
2016-06-10,106,4,0,368,
2016-06-11,107,4,3,371,
2016-06-12,105,1,1,361,
2016-06-13,156,4,3,363,
2016-06-14,126,2,5,358,
2016-06-15,131,4,3,358,
2016-06-16,114,1,0,351,
2016-06-17,162,1,1,352,
2016-06-18,156,0,0,344,
2016-06-19,136,4,0,351,
2016-06-20,178,6,2,351,
2016-06-21,174,2,3,363,
2016-06-22,177,3,1,362,
2016-06-23,127,2,0,367,
2016-06-24,127,5,4,372,
2016-06-25,130,2,3,369,
2016-06-26,153,3,1,361,
2016-06-27,155,2,3,361,
2016-06-28,160,3,4,359,
2016-06-29,250,6,6,361,
2016-06-30,234,8,7,372,
2016-07-01,169,3,2,372,
2016-07-02,184,7,7,372,
2016-07-03,150,2,3,357,
2016-07-04,187,3,3,363,
2016-07-05,218,9,8,365,
2016-07-06,167,2,0,360,
2016-07-07,157,5,3,348,
2016-07-08,168,3,3,346,
2016-07-09,142,1,3,340,
2016-07-10,243,4,3,341,
2016-07-11,174,2,3,338,
2016-07-12,153,2,0,343,
2016-07-13,147,2,1,351,
2016-07-14,118,3,2,354,
2016-07-15,166,2,3,350,
2016-07-16,120,1,2,347,
2016-07-17,205,5,2,346,
2016-07-18,244,3,4,344,
2016-07-19,175,6,4,348,
2016-07-20,162,4,5,347,
2016-07-21,191,2,3,346,
2016-07-22,195,3,0,347,
2016-07-23,160,2,2,344,
2016-07-24,155,1,0,343,
2016-07-25,131,4,2,341,
2016-07-26,179,2,1,345,
2016-07-27,163,2,3,343,
2016-07-28,165,6,3,339,
2016-07-29,0,3,4,346,
2016-07-30,0,2,1,347,
2016-07-31,0,4,5,346,
2016-08-01,102,2,4,357,
2016-08-02,166,5,3,359,
2016-08-03,174,6,6,360,
2016-08-04,173,3,2,357,
2016-08-05,138,3,2,355,
2016-08-06,126,2,2,358,
2016-08-07,161,1,1,359,
2016-08-08,134,3,1,358,
2016-08-09,115,4,2,353,
2016-08-10,149,8,4,357,
2016-08-11,157,1,0,360,
2016-08-12,141,5,1,361,
2016-08-13,123,1,3,370,
2016-08-14,140,1,1,369,
2016-08-15,177,7,4,369,
2016-08-16,131,5,3,363,
2016-08-17,184,2,1,367,
2016-08-18,182,4,4,364,
2016-08-19,133,3,2,366,
2016-08-20,143,1,1,364,
2016-08-21,129,1,0,361,
2016-08-22,172,6,3,370,
2016-08-23,126,5,2,381,
2016-08-24,140,3,3,377,
2016-08-25,156,3,0,379,
2016-08-26,153,7,6,378,
2016-08-27,119,4,3,378,
2016-08-28,148,0,2,384,
2016-08-29,153,3,3,387,
2016-08-30,149,2,2,386,
2016-08-31,161,3,0,381,
2016-09-01,167,7,5,386,
2016-09-02,174,4,1,381,
2016-09-03,179,3,7,379,
2016-09-04,174,4,2,378,
2016-09-05,133,3,3,376,
2016-09-06,164,3,2,388,
2016-09-07,163,4,4,394,
2016-09-08,131,0,1,389,
2016-09-09,171,3,2,387,
2016-09-10,150,10,3,393,
2016-09-11,180,6,3,403,
2016-09-12,157,5,3,405,
2016-09-13,185,6,2,409,
2016-09-14,146,3,4,406,
2016-09-15,121,3,1,405,
2016-09-16,146,5,2,404,
2016-09-17,146,8,4,412,
2016-09-18,154,2,2,417,
2016-09-19,131,7,4,420,
2016-09-20,144,1,0,424,
2016-09-21,157,1,3,420,
2016-09-22,136,1,2,422,
2016-09-23,154,2,2,416,
2016-09-24,159,4,3,415,
2016-09-25,188,5,2,416,
2016-09-26,152,1,4,418,
2016-09-27,146,3,1,420,
2016-09-28,172,4,2,406,
2016-09-29,112,1,0,406,
2016-09-30,136,2,0,416,
2016-10-01,150,4,4,415,
2016-10-02,128,2,0,409,
2016-10-03,168,6,1,414,
2016-10-04,160,4,3,423,
2016-10-05,160,3,1,417,
2016-10-06,127,0,1,409,
2016-10-07,143,2,1,410,
2016-10-08,127,2,3,410,
2016-10-09,143,3,4,409,
2016-10-10,162,2,3,420,
2016-10-11,177,4,1,415,
2016-10-12,157,3,3,427,
2016-10-13,126,4,2,436,
2016-10-14,151,4,6,437,
2016-10-15,196,4,1,430,
2016-10-16,189,6,2,428,
2016-10-17,225,4,3,428,
2016-10-18,177,5,2,435,
2016-10-19,194,3,1,424,
2016-10-20,171,4,3,428,
2016-10-21,150,1,2,420,
2016-10-22,150,4,3,422,
2016-10-23,189,1,2,431,
2016-10-24,183,1,0,421,
2016-10-25,161,3,1,426,
2016-10-26,173,8,5,429,
2016-10-27,167,2,2,426,
2016-10-28,179,2,1,432,
2016-10-29,174,5,5,420,
2016-10-30,164,5,0,413,
2016-10-31,175,6,0,414,
2016-11-01,315,6,4,419,
2016-11-02,224,5,2,412,
2016-11-03,183,3,2,410,
2016-11-04,165,3,1,409,
2016-11-05,178,4,4,419,
2016-11-06,203,3,3,417,
2016-11-07,186,3,3,421,
2016-11-08,162,3,1,415,
2016-11-09,249,1,1,424,
2016-11-10,197,2,2,425,
2016-11-11,167,4,2,427,
2016-11-12,178,4,3,426,
2016-11-13,200,3,3,422,
2016-11-14,204,4,3,436,
2016-11-15,172,2,2,442,
2016-11-16,186,2,1,437,
2016-11-17,167,5,2,436,
2016-11-18,205,5,0,450,
2016-11-19,201,3,2,439,
2016-11-20,200,3,3,444,
2016-11-21,244,8,3,440,
2016-11-22,251,6,5,437,
2016-11-23,231,6,4,437,
2016-11-24,173,4,7,436,
2016-11-25,175,10,6,443,
2016-11-26,221,7,4,445,
2016-11-27,173,3,2,438,
2016-11-28,173,4,3,449,
2016-11-29,150,3,2,455,
2016-11-30,187,2,2,451,
2016-12-01,190,4,3,453,
2016-12-02,179,6,0,453,
2016-12-03,204,7,8,453,
2016-12-04,184,1,2,454,
2016-12-05,189,3,4,456,
2016-12-06,167,6,1,459,
2016-12-07,178,2,1,456,
2016-12-08,184,5,3,457,
2016-12-09,200,2,1,456,
2016-12-10,184,7,6,455,
2016-12-11,193,2,3,458,
2016-12-12,172,0,0,458,
2016-12-13,160,5,1,459,
2016-12-14,151,5,3,458,
2016-12-15,157,7,3,466,
2016-12-16,189,4,2,472,
2016-12-17,174,9,7,476,
2016-12-18,217,9,9,483,
2016-12-19,180,1,4,474,
2016-12-20,211,12,5,477,
2016-12-21,186,7,2,481,
2016-12-22,206,3,5,475,
2016-12-23,210,6,5,469,
2016-12-24,181,5,3,456,
2016-12-25,173,6,3,464,
2016-12-26,182,7,3,455,
2016-12-27,206,5,3,454,
2016-12-28,282,9,4,455,
2016-12-29,211,6,0,445,
2016-12-30,256,7,3,450,
2016-12-31,188,4,2,451,
2017-01-01,217,3,3,452,
2017-01-02,223,9,7,459,
2017-01-03,249,7,5,465,
2017-01-04,342,8,4,462,
2017-01-05,290,11,4,461,
2017-01-06,297,13,11,474,
2017-01-07,287,9,4,482,
2017-01-08,312,9,4,482,
2017-01-09,257,6,4,485,
2017-01-10,277,5,4,477,
2017-01-11,255,6,3,472,
2017-01-12,275,11,5,482,
2017-01-13,251,6,6,488,
2017-01-14,311,8,4,491,
2017-01-15,277,11,7,496,
2017-01-16,281,9,3,500,
2017-01-17,273,7,5,507,
2017-01-18,238,5,2,507,
2017-01-19,260,2,7,506,
2017-01-20,241,2,3,506,
2017-01-21,281,14,7,511,
2017-01-22,338,12,6,511,
2017-01-23,254,3,4,518,
2017-01-24,247,9,6,517,
2017-01-25,281,6,3,525,
2017-01-26,269,5,7,519,
2017-01-27,255,6,1,522,
2017-01-28,262,8,4,520,
2017-01-29,299,8,5,522,
2017-01-30,214,5,5,519,
2017-01-31,247,3,3,518,
2017-02-01,251,6,7,530,
2017-02-02,224,6,5,531,
2017-02-03,255,16,12,537,
2017-02-04,278,7,4,534,
2017-02-05,284,12,8,536,
2017-02-06,263,4,5,542,
2017-02-07,239,10,4,541,
2017-02-08,290,8,7,545,
2017-02-09,283,5,2,541,
2017-02-10,283,6,3,535,
2017-02-11,241,4,2,537,
2017-02-12,253,3,6,531,
2017-02-13,233,5,2,531,
2017-02-14,203,5,4,525,
2017-02-15,252,14,6,522,
2017-02-16,212,5,4,520,
2017-02-17,230,3,2,530,
2017-02-18,266,5,7,524,
2017-02-19,274,5,4,520,
2017-02-20,245,5,1,523,
2017-02-21,247,2,1,514,
2017-02-22,256,9,7,521,
2017-02-23,225,6,2,521,
2017-02-24,241,4,2,529,
2017-02-25,239,7,7,533,
2017-02-26,236,8,6,534,
2017-02-27,209,5,3,534,
2017-02-28,226,5,6,545,
2017-03-01,228,2,2,535,
2017-03-02,263,5,6,544,
2017-03-03,222,5,3,553,
2017-03-04,228,4,4,543,
2017-03-05,245,6,5,542,
2017-03-06,209,4,3,551,
2017-03-07,220,9,1,553,
2017-03-08,227,3,2,545,
2017-03-09,220,3,4,545,
2017-03-10,195,4,4,550,
2017-03-11,260,12,4,560,
2017-03-12,182,3,4,550,
2017-03-13,230,5,6,554,
2017-03-14,265,8,5,560,
2017-03-15,258,7,2,556,
2017-03-16,226,7,7,554,
2017-03-17,222,6,2,554,
2017-03-18,254,4,4,556,
2017-03-19,231,3,4,542,
2017-03-20,212,5,1,543,
2017-03-21,214,8,3,547,
2017-03-22,246,11,5,542,
2017-03-23,259,5,8,546,
2017-03-24,262,9,6,549,
2017-03-25,381,15,8,553,
2017-03-26,301,13,5,561,
2017-03-27,311,13,10,565,
2017-03-28,221,4,1,569,
2017-03-29,235,11,4,566,
2017-03-30,234,5,3,577,
2017-03-31,227,4,3,571,
2017-04-01,273,9,7,577,
2017-04-02,278,6,7,572,
2017-04-03,241,8,2,575,
2017-04-04,246,11,8,583,
2017-04-05,256,11,6,582,
2017-04-06,271,9,4,574,
2017-04-07,286,13,9,573,
2017-04-08,284,5,2,566,
2017-04-09,286,7,5,570,
2017-04-10,249,9,5,576,
2017-04-11,254,9,5,587,
2017-04-12,253,10,7,592,
2017-04-13,238,5,4,596,
2017-04-14,232,3,1,585,
2017-04-15,281,4,5,590,
2017-04-16,265,9,6,598,
2017-04-17,262,6,2,600,
2017-04-18,205,3,1,602,
2017-04-19,260,7,3,607,
2017-04-20,250,6,5,600,
2017-04-21,207,9,3,606,
2017-04-22,282,9,4,610,
2017-04-23,309,8,2,603,
2017-04-24,240,6,5,608,
2017-04-25,242,7,7,608,
2017-04-26,260,4,2,617,
2017-04-27,271,6,3,612,
2017-04-28,228,8,4,595,
2017-04-29,276,9,5,597,
2017-04-30,271,9,2,605,
2017-05-01,284,6,3,607,
2017-05-02,214,9,7,612,
2017-05-03,214,7,3,608,
2017-05-04,243,10,6,621,
2017-05-05,212,6,7,616,
2017-05-06,280,7,4,621,
2017-05-07,255,7,6,628,
2017-05-08,243,7,9,642,
2017-05-09,274,9,5,665,
2017-05-10,301,14,11,654,
2017-05-11,257,11,7,652,
2017-05-12,287,7,6,644,
2017-05-13,276,5,7,641,
2017-05-14,268,5,3,623,
2017-05-15,238,1,6,624,
2017-05-16,237,6,4,620,
2017-05-17,196,11,5,630,
2017-05-18,233,14,10,630,
2017-05-19,238,8,5,623,
2017-05-20,262,7,5,632,
2017-05-21,234,7,3,630,
2017-05-22,225,5,3,624,
2017-05-23,250,11,3,627,
2017-05-24,203,2,1,622,
2017-05-25,251,13,6,614,
2017-05-26,231,10,4,614,
2017-05-27,203,8,4,610,
2017-05-28,281,8,3,612,
2017-05-29,316,10,5,607,
2017-05-30,232,10,1,614,
2017-05-31,221,7,8,618,
2017-06-01,242,6,5,615,
2017-06-02,228,4,1,605,
2017-06-03,203,11,3,625,
2017-06-04,244,4,0,625,
2017-06-05,255,11,6,632,
2017-06-06,255,5,6,646,
2017-06-07,265,6,2,628,
2017-06-08,313,9,5,637,
2017-06-09,313,8,6,639,
2017-06-10,275,9,5,633,
2017-06-11,279,10,6,632,
2017-06-12,215,8,3,632,
2017-06-13,348,10,4,631,
2017-06-14,309,8,4,646,
2017-06-15,279,10,6,642,
2017-06-16,244,7,5,635,
2017-06-17,257,3,1,639,
2017-06-18,268,10,3,641,
2017-06-19,277,7,6,643,
2017-06-20,278,4,5,637,
2017-06-21,356,10,3,644,
2017-06-22,286,7,3,644,
2017-06-23,281,11,8,652,
2017-06-24,318,7,6,654,
2017-06-25,278,8,3,663,
2017-06-26,324,8,6,661,
2017-06-27,311,8,5,661,
2017-06-28,283,13,11,656,
2017-06-29,266,7,2,648,
2017-06-30,277,8,5,652,
2017-07-01,284,10,4,669,
2017-07-02,287,8,4,656,
2017-07-03,313,16,5,665,
2017-07-04,365,13,8,664,
2017-07-05,350,13,6,659,
2017-07-06,289,10,6,660,
2017-07-07,263,7,4,657,
2017-07-08,271,8,6,669,
2017-07-09,279,7,4,679,
2017-07-10,317,6,5,688,
2017-07-11,311,10,6,678,
2017-07-12,316,6,2,683,
2017-07-13,297,8,1,666,
2017-07-14,321,2,2,669,
2017-07-15,340,14,6,667,
2017-07-16,304,9,4,668,
2017-07-17,344,13,5,681,
2017-07-18,300,15,10,677,
2017-07-19,307,9,5,683,
2017-07-20,328,11,6,700,
2017-07-21,369,9,4,706,
2017-07-22,304,16,13,708,
2017-07-23,396,14,5,703,
2017-07-24,368,11,9,722,
2017-07-25,351,10,9,717,
2017-07-26,309,7,5,719,
2017-07-27,333,10,9,708,
2017-07-28,352,12,13,710,
2017-07-29,258,5,2,703,
2017-07-30,374,14,3,707,
2017-07-31,338,7,4,713,
2017-08-01,302,12,5,715,
2017-08-02,344,5,5,715,
2017-08-03,311,10,4,709,
2017-08-04,319,5,4,720,
2017-08-05,317,13,3,717,
2017-08-06,367,12,6,719,
2017-08-07,392,16,12,732,
2017-08-08,351,9,3,739,
2017-08-09,402,17,18,743,
2017-08-10,382,17,14,759,
2017-08-11,431,11,11,763,
2017-08-12,725,9,7,766,
2017-08-13,662,10,4,771,
2017-08-14,0,16,12,773,
2017-08-15,1063,30,24,787,
2017-08-16,891,13,9,800,
2017-08-17,787,23,9,797,
2017-08-18,633,22,13,797,
2017-08-19,884,27,17,803,
2017-08-20,1011,21,14,804,
2017-08-21,725,21,13,849,
2017-08-22,615,13,7,854,
2017-08-23,543,13,10,857,
2017-08-24,565,14,7,866,
2017-08-25,505,8,3,846,
2017-08-26,535,13,5,855,
2017-08-27,552,14,15,866,
2017-08-28,548,19,9,877,
2017-08-29,608,18,13,887,
2017-08-30,673,20,12,882,
2017-08-31,504,16,13,882,
2017-09-01,508,13,4,892,
2017-09-02,500,15,11,894,
2017-09-03,516,19,15,891,
2017-09-04,551,21,13,888,
2017-09-05,512,14,9,894,
2017-09-06,436,12,7,899,
2017-09-07,393,13,7,921,
2017-09-08,420,19,5,919,
2017-09-09,491,22,12,925,
2017-09-10,437,20,8,926,
2017-09-11,401,13,7,928,
2017-09-12,440,26,8,946,
2017-09-13,369,8,5,954,
2017-09-14,351,17,5,953,
2017-09-15,436,17,7,958,
2017-09-16,415,10,5,953,
2017-09-17,376,18,9,959,
2017-09-18,365,17,9,978,
2017-09-19,344,13,7,980,
2017-09-20,294,18,6,994,
2017-09-21,334,15,9,1003,
2017-09-22,348,17,8,1005,
2017-09-23,418,15,4,1025,
2017-09-24,416,13,4,1001,
2017-09-25,345,7,3,991,
2017-09-26,309,21,3,990,
2017-09-27,337,12,0,996,
2017-09-28,306,15,1,994,
2017-09-29,307,8,1,1001,
2017-09-30,381,15,0,999,
2017-10-01,378,15,1,1011,
2017-10-02,301,14,3,1020,
2017-10-03,356,11,0,1021,
2017-10-04,406,23,3,1020,
2017-10-05,350,15,2,1026,
2017-10-06,313,15,2,1030,
2017-10-07,403,13,1,1042,
2017-10-08,502,15,2,1059,
2017-10-09,403,14,1,1068,
2017-10-10,411,15,2,1067,
2017-10-11,398,16,2,1078,
2017-10-12,371,16,1,1092,
2017-10-13,400,12,0,1099,
2017-10-14,396,20,2,1113,
2017-10-15,389,13,0,1119,
2017-10-16,369,12,2,1101,
2017-10-17,369,9,2,1105,
2017-10-18,366,16,1,1116,
2017-10-19,307,13,1,1112,
2017-10-20,298,14,1,1104,
2017-10-21,399,13,3,1117,
2017-10-22,326,19,5,1137,
2017-10-23,398,14,2,1129,
2017-10-24,321,14,1,1127,
2017-10-25,348,12,1,1136,
2017-10-26,310,10,4,1136,
2017-10-27,394,18,2,1142,
2017-10-28,412,19,2,1155,
2017-10-29,367,9,2,1151,
2017-10-30,322,16,1,1156,
2017-10-31,499,29,5,1172,
2017-11-01,379,13,2,1168,
2017-11-02,366,12,4,1186,
2017-11-03,364,13,4,1186,
2017-11-04,390,19,2,1199,
2017-11-05,366,10,5,1206,
2017-11-06,289,11,2,1191,
2017-11-07,305,12,4,1191,
2017-11-08,328,17,2,1187,
2017-11-09,286,11,4,1179,
2017-11-10,364,16,2,1187,
2017-11-11,359,22,4,1189,
2017-11-12,376,13,5,1188,
2017-11-13,309,18,5,1206,
2017-11-14,335,9,7,1210,
2017-11-15,338,11,2,1221,
2017-11-16,303,16,4,1217,
2017-11-17,341,16,10,1225,
2017-11-18,376,19,10,1225,
2017-11-19,365,14,7,1229,
2017-11-20,368,13,9,1245,
2017-11-21,308,13,12,1236,
2017-11-22,336,15,14,1240,
2017-11-23,307,4,7,1240,
2017-11-24,343,16,16,1231,
2017-11-25,325,19,13,1213,
2017-11-26,349,13,6,1227,
2017-11-27,376,14,4,1245,
2017-11-28,311,22,9,1257,
2017-11-29,341,12,14,1254,
2017-11-30,348,21,18,1255,
2017-12-01,366,28,13,1259,
2017-12-02,366,25,14,1278,
2017-12-03,372,20,14,1292,
2017-12-04,326,19,15,1303,
2017-12-05,349,15,8,1320,
2017-12-06,367,15,10,1319,
2017-12-07,333,17,8,1318,
2017-12-08,372,24,11,1300,
2017-12-09,409,20,9,1308,
2017-12-10,391,28,18,1302,
2017-12-11,471,12,6,1315,
2017-12-12,607,23,12,1330,
2017-12-13,1056,28,17,1325,
2017-12-14,1760,18,10,1331,
2017-12-15,2560,13,6,1344,
2017-12-16,2903,28,17,1352,
2017-12-17,3028,24,14,1380,
2017-12-18,3043,22,17,1382,
2017-12-19,2883,28,13,1386,
2017-12-20,2824,16,10,1378,
2017-12-21,2622,25,17,1353,
2017-12-22,2681,19,9,1368,
2017-12-23,2888,16,6,1369,
2017-12-24,2504,25,13,1362,
2017-12-25,2487,17,7,1363,
2017-12-26,2758,22,10,1347,
2017-12-27,3088,23,10,1344,
2017-12-28,3060,29,17,1338,
2017-12-29,2937,19,6,1330,
2017-12-30,2823,26,16,1342,
2017-12-31,2510,24,12,1352,
2018-01-01,2945,24,16,1368,
2018-01-02,3790,31,21,1394,
2018-01-03,3867,26,21,1404,
2018-01-04,3659,33,11,1427,
2018-01-05,3362,24,21,1452,
2018-01-06,3041,33,18,1459,
2018-01-07,3006,21,11,1472,
2018-01-08,3250,31,16,1495,
2018-01-09,3728,36,23,1517,
2018-01-10,3899,24,12,1523,
2018-01-11,3864,29,19,1527,
2018-01-12,4699,32,17,1524,
2018-01-13,4992,19,14,1524,
2018-01-14,5192,28,20,1528,
2018-01-15,5350,26,16,1566,
2018-01-16,5462,30,18,1555,
2018-01-17,5589,20,21,1558,
2018-01-18,5283,27,14,1601,
2018-01-19,5242,37,20,1574,
2018-01-20,5011,26,12,1579,
2018-01-21,5087,23,21,1593,
2018-01-22,5811,22,13,1602,
2018-01-23,6269,30,13,1610,
2018-01-24,7046,29,21,1604,
2018-01-25,6775,33,18,1630,
2018-01-26,6638,25,14,1625,
2018-01-27,7600,27,14,1634,
2018-01-28,8080,24,11,1631,
2018-01-29,8317,35,21,1639,
2018-01-30,8444,28,18,1649,
2018-01-31,8027,19,12,1674,
2018-02-01,8608,27,15,1694,
2018-02-02,8330,39,39,1717,
2018-02-03,7229,29,17,1724,
2018-02-04,7076,33,16,1751,
2018-02-05,5719,21,22,1752,
2018-02-06,2849,21,5,1755,
2018-02-07,2979,20,10,1772,
2018-02-08,2990,27,17,1770,
2018-02-09,3202,25,18,1750,
2018-02-10,3335,35,24,1765,
2018-02-11,2983,25,13,1746,
2018-02-12,3102,26,8,1759,
2018-02-13,3100,24,20,1735,
2018-02-14,2751,31,19,1737,
2018-02-15,2776,15,9,1729,
2018-02-16,2839,23,11,1745,
2018-02-17,2866,24,19,1746,
2018-02-18,2829,25,19,1764,
2018-02-19,2634,17,13,1771,
2018-02-20,2890,20,21,1773,
2018-02-21,2690,21,14,1769,
2018-02-22,2621,18,12,1781,
2018-02-23,2560,22,14,1793,
2018-02-24,2621,27,11,1798,
2018-02-25,2648,21,13,1794,
2018-02-26,2753,18,10,1792,
2018-02-27,2686,24,15,1798,
2018-02-28,2761,16,11,1815,
2018-03-01,2873,33,19,1819,
2018-03-02,2964,16,11,1816,
2018-03-03,2917,28,17,1825,
2018-03-04,2838,27,9,1822,
2018-03-05,2817,15,13,1835,
2018-03-06,2747,14,10,1850,
2018-03-07,2909,15,11,1843,
2018-03-08,2884,15,10,1844,
2018-03-09,2743,11,6,1865,
2018-03-10,2913,12,8,1867,
2018-03-11,2849,20,11,1854,
2018-03-12,2976,13,16,1841,
2018-03-13,3025,16,13,1849,
2018-03-14,2677,10,8,1859,
2018-03-15,2880,12,9,1859,
2018-03-16,2918,19,10,1866,
2018-03-17,2800,22,12,1866,
2018-03-18,2801,10,10,1843,
2018-03-19,2752,19,12,1845,
2018-03-20,2741,11,10,1839,
2018-03-21,2936,14,8,1845,
2018-03-22,2701,15,15,1835,
2018-03-23,2784,12,11,1813,
2018-03-24,2750,15,8,1830,
2018-03-25,2616,14,7,1839,
2018-03-26,2928,16,14,1831,
2018-03-27,2958,14,11,1832,
2018-03-28,2904,12,12,1825,
2018-03-29,3012,9,5,1849,
2018-03-30,2874,9,8,1836,
2018-03-31,2734,13,9,1825,
2018-04-01,2881,15,10,1809,
2018-04-02,3188,22,10,1809,
2018-04-03,3652,16,14,1817,
2018-04-04,3063,22,16,1814,
2018-04-05,2966,23,10,1804,
2018-04-06,2816,12,6,1840,
2018-04-07,2825,14,11,1832,
2018-04-08,2898,10,4,1828,
2018-04-09,2809,8,7,1819,
2018-04-10,3014,20,13,1829,
2018-04-11,2921,11,13,1835,
2018-04-12,2761,13,5,1831,
2018-04-13,2843,12,10,1836,
2018-04-14,2553,15,9,1837,
2018-04-15,2839,20,13,1831,
2018-04-16,2871,15,10,1851,
2018-04-17,2801,8,8,1831,
2018-04-18,2724,16,11,1810,
2018-04-19,2510,18,16,1805,
2018-04-20,2614,12,8,1804,
2018-04-21,2697,16,10,1818,
2018-04-22,2566,14,6,1840,
2018-04-23,2668,13,11,1850,
2018-04-24,2779,12,12,1841,
2018-04-25,2721,9,7,1847,
2018-04-26,2622,6,5,1849,
2018-04-27,2657,9,9,1864,
2018-04-28,2844,12,14,1852,
2018-04-29,2902,9,6,1853,
2018-04-30,2854,22,13,1870,
2018-05-01,2792,8,9,1867,
2018-05-02,2467,9,6,1872,
2018-05-03,2421,7,10,1879,
2018-05-04,2446,10,8,1876,
2018-05-05,2570,12,8,1871,
2018-05-06,2513,8,9,1868,
2018-05-07,2647,15,12,1867,
2018-05-08,2681,12,9,1869,
2018-05-09,2831,9,7,1856,
2018-05-10,2786,7,6,1861,
2018-05-11,2655,11,5,1846,
2018-05-12,2450,10,6,1837,
2018-05-13,2871,14,8,1838,
2018-05-14,2812,14,11,1838,
2018-05-15,2695,11,5,1845,
2018-05-16,2722,9,9,1856,
2018-05-17,2289,8,5,1849,
2018-05-18,2501,8,4,1860,
2018-05-19,2577,10,8,1863,
2018-05-20,2531,15,8,1863,
2018-05-21,2810,15,10,1859,
2018-05-22,2603,8,8,1846,
2018-05-23,2627,7,11,1846,
2018-05-24,2686,16,10,1845,
2018-05-25,2628,12,8,1850,
2018-05-26,2633,11,8,1858,
2018-05-27,2375,6,3,1847,
2018-05-28,2526,5,5,1830,
2018-05-29,2528,12,13,1810,
2018-05-30,2591,12,10,1810,
2018-05-31,2492,8,5,1791,
2018-06-01,2424,13,13,1793,
2018-06-02,2462,11,5,1812,
2018-06-03,2617,8,5,1816,
2018-06-04,2518,11,10,1807,
2018-06-05,2575,10,8,1802,
2018-06-06,2641,17,11,1816,
2018-06-07,2447,6,10,1828,
2018-06-08,2507,5,8,1803,
2018-06-09,2549,11,12,1813,
2018-06-10,2507,13,9,1818,
2018-06-11,2675,14,13,1831,
2018-06-12,2460,14,9,1830,
2018-06-13,2624,12,4,1818,
